id,book,chapter,level,type,question_text,explanation,notes
44df21e0-af98-480d-8a15-e3cf473e3412,tawheed,كتاب التوحيد,easy,mc,"الذنب الذي لا يغفره الله لمن مات عليه ولم يتب هو:","«الشرك» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
596c922b-de21-40ea-80fa-f55a8e85f28b,tawheed,كتاب التوحيد,hard,mc,"الرياء من أمثلة:","«الشرك الأصغر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
25eba9f1-0313-4d09-84de-2e2392745b77,tawheed,كتاب التوحيد,hard,mc,"العبادة شرعاً اسم جامع لـ:","«كل ما يحبه الله ويرضاه من الأقوال والأعمال» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
c4b52c3b-55ab-4845-a2a5-df699196d21a,tawheed,كتاب التوحيد,medium,mc,"النهي عن سبّ الريح لأنه يخل بـ:","«التوحيد» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
13ddbba4-7069-4629-bee5-3ab9e9923381,tawheed,كتاب التوحيد,medium,mc,"ما أول ما أمر الله به من الواجبات؟","«التوحيد» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
71b8f0ff-8a96-472a-9889-dd544a9af765,tawheed,كتاب التوحيد,hard,mc,"من شروط صحة العبادة:؟","«اجتناب الشرك» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
a2344ce1-f0ec-4547-94b7-8203bd2408bc,tawheed,كتاب التوحيد,easy,mc,"من مات يدعو من دون الله نِدّاً فمصيره:؟","«النار» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
fd61d4aa-78b5-4fdc-8cea-19a35b514b7f,tawheed,⚠️ الخوف من الشرك,medium,mc,"الخوف من الشرك الأصغر ورد في حديث:","«أخوف ما أخاف عليكم الشرك الأصغر» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
fb26ac3b-5e44-4831-89a2-446a7b7efa67,tawheed,⚠️ الخوف من الشرك,medium,tf,"الخوف من غير الله كالخوف من الموتى تعبداً شرك أكبر.","لأنه خوف تعبدي صُرف لغير الله.",""
9b8bd8b1-9714-4bb7-a052-ed729cf18151,tawheed,⚠️ الخوف من الشرك,easy,tf,"الشرك الأصغر يحبط جميع الأعمال.","الشرك الأصغر يحبط العمل الذي قارنه فقط.",""
67831742-cfc3-4c12-a11c-4be748e40bda,tawheed,⚠️ الخوف من الشرك,easy,mc,"ما أعظم الذنوب عند الله؟","الشرك بالله هو أعظم الذنوب، لأنه لا يغفر إلا بالتوبة.",""
cdcf1909-c177-465a-8192-c6ba6fd2bdd7,tawheed,⚠️ الخوف من الشرك,medium,mc,"ما هو الشرك الأصغر الذي خشيه النبي ﷺ على أمته أكثر من المسيح الدجال؟","قال ﷺ: أخوف ما أخاف عليكم الشرك الأصغر قالوا: وما هو؟ قال: الرياء.",""
74fcdf06-6ccd-451a-a967-754dbc37cd78,tawheed,⚠️ الخوف من الشرك,easy,mc,"ماذا طلب إبراهيم عليه السلام من ربه؟","إبراهيم عليه السلام خاف على نفسه وبنيه من عبادة الأصنام.",""
7a5da56b-30ad-4a96-8e01-894c68b852cc,tawheed,⚠️ الشرك,hard,mc,"""إن الرقى والتمائم والتولة شرك"" — رواه عن النبي ﷺ:","«ابن مسعود» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
01a9767c-2ef1-42ab-a79e-355014cf20af,tawheed,⚠️ الشرك,medium,mc,"""إن الرقى والتمائم والتولة شرك"" — هذا الحديث رواه:","«ابن مسعود» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
42ab81f2-d523-4e25-a128-98c944d8fc6c,tawheed,⚠️ الشرك,hard,mc,"""اتق دعوة المظلوم فإنه ليس بينها وبين الله"":","«حجاب» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
c73c582b-6fda-42ef-834b-ce548606100c,tawheed,⚠️ الشرك,hard,mc,"""الرقى والتمائم والتولة"" حكمها في الحديث:","الحكم الصحيح هو «شرك»، كما قرّره النصّ الشرعيّ في الباب.",""
c326df42-7dd5-45e1-b22e-a9d620f4f136,tawheed,⚠️ الشرك,easy,mc,"""الطيرة شرك، الطيرة شرك، وما منا إلا…"" والذي يذهبها هو:","«التوكل على الله» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
fa8d48e1-4397-49a7-8752-3a1ae6d51f08,tawheed,⚠️ الشرك,hard,mc,"""الطِّيَرة شرك"" قالها النبي ﷺ ثلاثاً، وما منا إلا، ولكن الله يذهبه بـ:","«التوكل» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
d059e34a-7c7e-4a2c-8519-1761c2526453,tawheed,⚠️ الشرك,medium,mc,"""اللات"" في الأصل كان رجلاً:","«يلتّ السويق للحاج» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
f12d9517-49b3-43e9-a327-e3f536fce0cb,tawheed,⚠️ الشرك,hard,mc,"""اللات"" كان رجلاً يلتّ السويق للحجاج ثم عُكف على:","«قبره» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
ee68f5c9-03bb-4caf-9383-d47e0637a1db,tawheed,⚠️ الشرك,hard,mc,"""دخل النار رجلٌ في ذُباب"" لأنه:","«قرّب للصنم قرباناً» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
1d4f7bba-2704-4790-9c3e-9bb9080d6705,tawheed,⚠️ الشرك,easy,mc,"""ذات أنواط"" كانت:","«شجرة يعكف عندها المشركون» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
7f38a87e-90c6-4579-afd4-534df7a32926,tawheed,⚠️ الشرك,hard,mc,"""لتركبُنّ سنن من كان قبلكم"" يحذّر من:","«التشبه بالأمم السابقة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
9212ae2d-68c9-4c12-96f5-1c3ee47427dc,tawheed,⚠️ الشرك,hard,mc,"""من تعلّق شيئاً وُكِل"":","«إليه» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
98bb8c47-a9c9-474b-a250-a2818b4da387,tawheed,⚠️ الشرك,medium,mc,"""من علّق تميمة فقد أشرك"" — هذا الشرك:","«أصغر أو أكبر بحسب الاعتقاد» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
1d82c030-e242-4004-a775-baa2cc4a3275,tawheed,⚠️ الشرك,easy,mc,"التبرك المذموم هو طلب البركة من الأشجار والأحجار مع:","«اعتقاد نفعها» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
0ee3eee4-240a-429a-a40b-c667a81a81a6,tawheed,⚠️ الشرك,medium,mc,"التبرك الممنوع هو طلب البركة من الأشجار والأحجار مع اعتقاد أنها:","«تنفع وتضر بذاتها» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
0a0f2c01-802a-404e-bf51-2bd22c0ea528,tawheed,⚠️ الشرك,easy,mc,"التبرك بالأشجار والأحجار تشبّه بأهل:","«الجاهلية واليهود والنصارى» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
2b962163-7813-4e7d-a437-dcdc932a8281,tawheed,⚠️ الشرك,hard,mc,"التبرّك بالأشجار والأحجار طلبٌ لـ:","«البركة منها» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
72ab80d0-d4f0-4667-9ccf-2ba887973b8d,tawheed,⚠️ الشرك,hard,tf,"التسمي بقاضي القضاة جائز.","لأنه لا قاضي إلا الله.",""
1be4689e-37de-4de9-b361-2187cfb9ec48,tawheed,⚠️ الشرك,hard,mc,"التميمة شيء يُعلّق على الأولاد لـ:","«اتقاء العين» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
c5662191-8d39-41d8-877f-d13c4f5a8b9f,tawheed,⚠️ الشرك,hard,mc,"التولة شيء يُصنع يُزعم أنه يحبّب:","«المرأة إلى زوجها» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
9ea36e1d-7095-4011-9f26-f5c953038d7c,tawheed,⚠️ الشرك,medium,mc,"الحلف بغير الله شرك:","«أصغر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
f75c251d-b05f-4d68-9969-1c7f33a838a7,tawheed,⚠️ الشرك,hard,mc,"الحلف بغير الله شركٌ، قال ﷺ: ""لا تحلفوا"":","«بآبائكم» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
d3ef73b7-d767-4445-a6d7-c1f92032be45,tawheed,⚠️ الشرك,easy,mc,"الحلف بغير الله مثل (وحياة أبي) حكمه:","الحلف بغير الله شرك أصغر، وقد قال النبي ﷺ: من حلف بغير الله فقد أشرك.",""
8a3feed1-0e87-415f-aa2d-fa03bdcd6d64,tawheed,⚠️ الشرك,easy,mc,"الحلف بغير الله من الشرك لأنه يتضمن تعظيم غير الله الذي هو:","«حق لله وحده» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
dbb58225-d939-42db-9a4e-938d8aa916b3,tawheed,⚠️ الشرك,hard,mc,"الحلقة والخيط لدفع البلاء إذا اعتُقد أنه سبب فقط فهو:","«شرك أصغر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
1e67431e-be17-46f1-b433-cf855176e811,tawheed,⚠️ الشرك,hard,mc,"الذبح عبادة، وصرفها لغير الله:","«شرك أكبر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
268a7a48-2f77-4dbb-b2e9-e1a292049b85,tawheed,⚠️ الشرك,easy,mc,"الذبح لغير الله شرك أكبر لأنه:","«عبادة صُرفت لغير الله» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
cc3b746d-ccd0-4208-9ad4-60bfdc53f060,tawheed,⚠️ الشرك,hard,mc,"الذبح لغير الله من الشرك لأنه:","«عبادة صُرفت لغير الله» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
1b0d091c-4d9b-48f8-8ab5-62258fdea495,tawheed,⚠️ الشرك,hard,mc,"الذبح لغير الله من الشرك، وقد لعن النبيُّ ﷺ:","«من ذبح لغير الله» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
baad151d-a38b-4211-83d2-70f10c94a1a4,tawheed,⚠️ الشرك,hard,mc,"الرجل الذي أبى أن يقرّب للصنم شيئاً:","«دخل الجنة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
945f8d29-b14d-4eee-bf99-c3fb8f9b5ffd,tawheed,⚠️ الشرك,medium,mc,"الرُّقية الجائزة هي الخالية من الشرك، وما خصّها الدليل منها رقية:","«العين والحُمَة» هو الموضع الصحيح الذي استدلّ به المؤلّف في هذا الموطن.","شرح عام"
452c347d-22df-4d85-8dcf-2387bcba806c,tawheed,⚠️ الشرك,hard,mc,"الزكاة تؤخذ من أغنياء القوم وتُرد على:","«فقرائهم» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
a4997115-269f-437f-bdbb-f393597b0f46,tawheed,⚠️ الشرك,hard,mc,"الشرك الأصغر:","«يحبط العمل المقارن له ولا يُخلّد صاحبه في النار ولا ينقل عن الملة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
7559b2f1-0aac-4619-8642-7c17ead6ed45,tawheed,⚠️ الشرك,medium,mc,"الشرك الذي يُحبط جميع الأعمال ويخلّد صاحبه في النار هو:","«الشرك الأكبر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
a37c64c3-c58e-4638-9e39-7ba1c5696441,tawheed,⚠️ الشرك,medium,mc,"الشرك سمّي ظلماً لأنه:","«وضع للعبادة في غير موضعها» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
397166c4-f1e3-44cf-b232-90e463b0966f,tawheed,⚠️ الشرك,easy,mc,"الطيرة من الشرك لأنها تعلّق القلب على غير الله وتنافي:","«التوكل» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
27f25b39-1fc0-48c5-9ad7-bd92cf8a34be,tawheed,⚠️ الشرك,hard,mc,"الغلو في القبور وسيلة إلى الشرك الأكبر وهو:","«عبادة الأموات» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
2321374c-22ba-42fd-8659-0bbac1c51a1f,tawheed,⚠️ الشرك,hard,mc,"الفرق بين الشرك الأكبر والأصغر أن الأكبر:","«يحبط جميع الأعمال ويخلّد في النار وينقل عن الملة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
24b979bd-760c-41d7-ac3e-33412c2bb0b8,tawheed,⚠️ الشرك,medium,mc,"الكهانة شرك لأنها تتضمن دعوى مشاركة الله في علم:","«الغيب» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
77a0eee2-619b-43ca-8c3c-79e1544d7749,tawheed,⚠️ الشرك,hard,mc,"الكهانة شرك لأنها تتضمن دعوى مشاركة الله في:","«علم الغيب» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
6a607ce4-658c-424f-ae9b-a2c88dfeafeb,tawheed,⚠️ الشرك,hard,mc,"اللات والعزى ومناة أصنامٌ كانت تعبدها:","«العرب في الجاهلية» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
cf9d9880-aa01-496c-9b11-28ea8dccbb08,tawheed,⚠️ الشرك,hard,mc,"اللات والعزّى ومناة الثالثة ذُكرت في سورة:","«النجم» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
c6373945-633a-4d33-ab27-abf0fbc212de,tawheed,⚠️ الشرك,hard,mc,"النذر لغير الله من:","«الشرك» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
02f967d7-3d39-4e8b-94af-6ac26e2825fe,tawheed,⚠️ الشرك,hard,mc,"رُخّص من الرقى ما خلا من:","«الشرك» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
f003aeaa-645e-497f-a9e8-7d2baaa12541,tawheed,⚠️ الشرك,easy,mc,"سبب الخوف على النفس من الشرك أنه:","«خفيّ قد يقع فيه المرء» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
7ad81c95-1bfb-4e62-998b-dfcfe1a8de6c,tawheed,⚠️ الشرك,easy,mc,"سبّ الدهر يتضمن الشرك إذا اعتقد السابّ أن الدهر:","«فاعل مع الله» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
2edfe686-6613-43a0-8168-279537f178a0,tawheed,⚠️ الشرك,hard,mc,"شبّه النبي ﷺ طلبهم ذات أنواط بقول بني إسرائيل:","«اجعل لنا إلهاً» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
8cb75807-d5e2-4536-ad27-67b5608344cd,tawheed,⚠️ الشرك,medium,mc,"في الباب ردٌّ على المشركين الذين يعبدون:","«الملائكة والأنبياء والصالحين» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
3c1296c6-fc29-4510-b981-c26adbde2704,tawheed,⚠️ الشرك,hard,mc,"في حديث ""ذات أنواط"": كان المشركون يعكفون عند سدرة و:","«ينوطون بها أسلحتهم» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
1f0cf859-4da1-4cd2-99ea-e2d8b77a8ba5,tawheed,⚠️ الشرك,hard,mc,"قال النبي ﷺ لصاحب حلقة الصُّفر: ""انزعها فإنها لا تزيدك إلا"":","«وهناً» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
7299a694-ee43-488f-9a3d-7b9425d79c6a,tawheed,⚠️ الشرك,hard,mc,"قال بعض أصحاب النبي ﷺ يوم حنين: اجعل لنا ""ذات"":","«أنواط» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
bb10720c-0e4f-4230-9d4c-09de755c3f25,tawheed,⚠️ الشرك,easy,mc,"قول الصحابة ""اجعل لنا ذات أنواط"" شبّهه النبي ﷺ بقول بني إسرائيل:","«اجعل لنا إلهاً كما لهم آلهة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
a7faea3f-49ca-4b22-b3f9-785d6b672335,tawheed,⚠️ الشرك,easy,mc,"قول العباس ""نفى الله عما سواه كل ما يتعلق به المشركون"" يبيّن أن الشفاعة:","«لله وحده» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
a81056cb-d3e3-4c51-8268-eb1ba5704758,tawheed,⚠️ الشرك,medium,tf,"قول: توكلت على الله وعليك شرك أصغر.","الواو تقتضي التشريك.",""
9d0fc66c-0113-4603-9da1-241e64b9ca61,tawheed,⚠️ الشرك,hard,mc,"قوله ﷺ ""من تعلّق تميمة فقد"":","«أشرك» هو الموضع الصحيح الذي استدلّ به المؤلّف في هذا الموطن.","شرح عام"
87c0642e-bfe5-4aa1-8843-14455b9f2230,tawheed,⚠️ الشرك,medium,tf,"لبس الحلقة أو الخيط لدفع البلاء شرك إذا اعتقد أنها تدفع بنفسها.","من تعلق شيئاً وكل إليه.",""
3b9083b9-d76b-444d-b4f1-698004306c91,tawheed,⚠️ الشرك,hard,mc,"لبس الحلقة والخيط لدفع البلاء — إن اعتقد أنها تدفع بذاتها فهو شرك:","«أكبر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
e5a18ba9-d424-4953-97f5-cc4a52c7bce8,tawheed,⚠️ الشرك,medium,mc,"لمّا طلب الصحابة ""اجعل لنا ذات أنواط"" شبّه النبي ﷺ قولهم بقول بني إسرائيل:","«اجعل لنا إلهاً» هو الموضع الصحيح الذي استدلّ به المؤلّف في هذا الموطن.","شرح عام"
1846362e-ef04-4578-890d-f9cc27113266,tawheed,⚠️ الشرك,medium,mc,"ما الفروق الثلاثة بين الشرك الأكبر والأصغر؟","الشرك الأكبر: يحبط كل العمل، يخلد في النار، يخرج من الإسلام.",""
81287c88-b793-4ccc-90e9-e225878487b1,tawheed,⚠️ الشرك,easy,mc,"ما تعريف الشرك الأكبر؟","الشرك الأكبر: أن يجعل لله نِداً في شيء من خصائصه.",""
13d43d42-9990-4713-b002-fb1a5a675b9c,tawheed,⚠️ الشرك,hard,mc,"ما حكم الاستسقاء بالأنواء (النجوم)؟","نسبة المطر إلى النجم شرك.",""
cab8d777-a5ef-4376-a28f-a2eb43fdea02,tawheed,⚠️ الشرك,hard,mc,"ما حكم قول: لولا الله وفلان؟","الواو تقتضي التشريك.",""
231ef2e8-a6b0-46f3-a316-6a096ce1f9e5,tawheed,⚠️ الشرك,hard,mc,"ما حكم من يذبح للجن عند بناء بيت؟","الذبح لغير الله شرك أكبر.",""
82d5d522-c6c8-4203-81ec-598bf85cfe55,tawheed,⚠️ الشرك,hard,mc,"من علّق التمائم اعتقاداً أنها تدفع الضرّ بذاتها فهو:؟","«شرك أكبر» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
2441486d-a768-4857-935a-614ad9ab871d,tawheed,⚠️ الشرك,hard,mc,"من فوائد حديث ""أخوف ما أخاف عليكم الشرك الأصغر"":؟","«أن الشرك ينقسم إلى أكبر وأصغر» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","تصحيح علامة :؟ | شرح عام"
aa0c03c7-0e4a-4832-bdf1-9b1b36877765,tawheed,⚠️ الشرك,hard,mc,"من لم يشرك بالله ومات على ذلك فهو:؟","«من أهل الجنة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
b8b6da61-ae48-4090-bb82-c14b7c4f8b8c,tawheed,⚠️ الشرك,hard,mc,"نفى الله عن المشركين كل ما تعلّقوا به سواه: المُلك، والشركة فيه، والعون، فلم يبقَ إلا:","«الشفاعة بإذنه» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
05f6330f-6bc6-4525-a063-0297c0e31b67,tawheed,⚠️ الشرك,medium,mc,"نفى الله عن المشركين كل ما يتعلقون به سوى الله من ملكٍ أو:","«نصيب من الملك» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
d94cc110-7562-4abd-a741-7fbe304f9d20,tawheed,⚠️ الشرك,hard,mc,"يُستفاد من الحديث أن الشرك ولو بشيء يسير:","«يُدخل النار» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
6dd51713-54ec-4a0f-a684-c7210227c9fd,tawheed,✅ تحقيق التوحيد,easy,mc,"""أمّة"" في وصف إبراهيم معناها:","«قدوة وإماماً للخير» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
9c91ebc5-17d3-4598-90dd-2edfe8b65bcc,tawheed,✅ تحقيق التوحيد,easy,mc,"""الذين آمنوا ولم يلبسوا إيمانهم بظلم""، المراد بالظلم هنا:","«الشرك» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
a68b37ad-9d30-460c-95f2-c29653e18f38,tawheed,✅ تحقيق التوحيد,hard,mc,"""حنيفاً"" معناها المُقبل على الله المُعرض عمّا:","«سواه» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
7dcddf2f-9a9d-4812-94fd-6736035dd65e,tawheed,✅ تحقيق التوحيد,medium,mc,"""قانتاً"" معناها دوام:","«الطاعة» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
28340c7a-8ced-48bb-bccd-b8c62fb2144e,tawheed,✅ تحقيق التوحيد,medium,mc,"""لا يسترقون"" معناها:","«لا يطلبون من يرقيهم» هو ما ثبت في لفظ الحديث/الأثر كما أورده الكتاب.","شرح عام"
1eb7362b-6c49-4540-b3df-eaadbdf168d7,tawheed,✅ تحقيق التوحيد,medium,mc,"إبراهيم عليه السلام كان إماماً للموحّدين، ودعا ربه أن يجنّبه وبنيه:","«عبادة الأصنام» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
e7e685cc-fe28-402f-9b70-e73d13323972,tawheed,✅ تحقيق التوحيد,easy,mc,"الذي سبق عكاشة إلى دعوة ""اجعلني منهم"":","«عكاشة بن محصن» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
8ba2d1f5-e3da-4101-95a5-30521ced0fa5,tawheed,✅ تحقيق التوحيد,medium,mc,"الذين يدخلون الجنة بغير حساب عددهم:","«سبعون ألفاً» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","شرح عام"
89d6d9e6-669c-4ffa-901a-b973c1e4c947,tawheed,✅ تحقيق التوحيد,hard,mc,"معنى ""تحقيق التوحيد"":","«تصفيته من الشرك والبدع والمعاصي» هو المعنى الصحيح المذكور في شرح الكتاب لهذه الكلمة/المصطلح.",""
7557ec6f-77b4-456e-ab8a-b004b09730cf,tawheed,✅ تحقيق التوحيد,hard,mc,"من صفات السبعين ألفاً أنهم لا يسترقون ولا يكتوون ولا يتطيّرون وعلى ربهم:؟","«يتوكلون» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
0f1efff9-1444-4eb2-a109-250d262cb098,tawheed,❤️ المحبة لله,easy,mc,"ما الحكم في قوله: (ومن الناس من يتخذ من دون الله أنداداً يحبونهم كحب الله)؟","محبة غير الله محبةً كحب الله أو أشد شرك أكبر.",""
0b79cc37-e91a-43e2-b864-f3435b7b633b,tawheed,❤️ المحبة لله,medium,mc,"ما العلامة التي تدل على أن محبة الله فوق كل شيء؟","علامة صدق محبة الله: أن يكون الله ورسوله أحب إليه مما سواهما.",""
ff50232f-88ff-44b7-a9c2-220eee83a838,tawheed,❤️ المحبة لله,medium,tf,"محبة النبي ﷺ واجبة وتابعة لمحبة الله.","يجب أن يكون الله ورسوله أحب إلينا مما سواهما.",""
57e222ad-b48e-442c-8f88-6a512c0a54da,tawheed,🌙 معنى لا إله إلا الله,easy,mc,"ما شرط قبول شهادة أن لا إله إلا الله؟","لا بد من سبعة شروط: العلم، اليقين، القبول، الانقياد، الصدق، الإخلاص، المحبة.",""
c8762ee3-e24d-4cf7-a3de-49d30a412e53,tawheed,🌙 معنى لا إله إلا الله,easy,mc,"ما معنى (لا إله إلا الله)؟","معنى لا إله إلا الله: لا معبود بحق إلا الله وحده.",""
2ef865ff-631d-4bce-bf3e-6ccb0a2637a1,tawheed,🌙 معنى لا إله إلا الله,medium,mc,"ما معنى التوحيد الذي يُنجي صاحبه من النار؟","التوحيد المنجي يشترط: معرفة معناها، والإيمان بها، والعمل بمقتضاها.",""
cd227066-93f7-42f7-aead-2ac78970fef6,tawheed,🌙 معنى لا إله إلا الله,easy,tf,"معنى لا إله إلا الله: لا خالق إلا الله.","بل معناها: لا معبود بحق إلا الله.",""
535f5711-195b-4edd-aa2b-c64b651895f0,tawheed,🌟 فضل التوحيد,easy,tf,"التوحيد يكفر الذنوب جميعاً بدون توبة.","الشرك لا يغفر إلا بالتوبة.",""
7622c398-510e-464f-86ee-0c79abdb4c64,tawheed,🌟 فضل التوحيد,easy,mc,"ما الذي يكفّر الذنوب وفقاً للحديث: (من لقي الله لا يشرك به شيئاً دخل الجنة)؟","التوحيد يكفر الذنوب، فمن مات على التوحيد غير مشرك بالله شيئاً دخل الجنة.",""
9980f48a-b3d0-4514-981c-6f7247604a7d,tawheed,🌟 فضل التوحيد,medium,mc,"ما الفرق بين الأمن الكامل والهداية الكاملة في فضل التوحيد؟","قال تعالى: (الذين آمنوا ولم يلبسوا إيمانهم بظلم أولئك لهم الأمن وهم مهتدون).",""
8230d37a-f5c5-4dea-b8d2-ee499eec99e6,tawheed,🌟 فضل التوحيد,easy,mc,"ما هو التوحيد؟","التوحيد: إفراد الله بالعبادة وترك عبادة ما سواه.",""
ffc70d6e-554d-47e2-8984-a85f4a5ae1ac,tawheed,🌟 فضل التوحيد,easy,mc,"من فضائل التوحيد أنه:؟","«يكفّر الذنوب وينجّي من النار» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
81b93c71-d614-4610-8da3-86aa7e75fa90,tawheed,🌟 فضل التوحيد,medium,mc,"من لقي الله لا يشرك به شيئاً دخل:؟","«الجنة» هي الإجابة المطابقة لِما ورد في النصّ والمعنى المراد.","تصحيح علامة :؟ | شرح عام"
470ab1f1-7138-41d9-9bea-539f78397d5c,tawheed,🌳 التبرك,medium,tf,"طلب الصحابة شجرة ذات أنواط كان من باب التبرك المشروع.","بل أنكر عليهم النبي ﷺ لأنه شرك.",""
93710d33-5a37-4812-9ff4-5b4b44916ad5,tawheed,🌳 التبرك,medium,mc,"لماذا اعتُبر التبرك بالأحجار والأشجار شركاً؟","التبرك بغير ما ورد به الشرع يعتبر شركاً إذا اعتقد أن ذلك الشيء يبارك بذاته.",""
1cb55316-5773-4fd4-9cbc-ed8a3ad77fcf,tawheed,🌳 التبرك,easy,mc,"ما حكم التبرك بالأشجار والأحجار معتقداً فيها البركة؟","التبرك بالأشجار والأحجار بنية جلب النفع أو دفع الضر شرك.",""
